position,artist,track,album,duration,date
1,Marshmello,Miles On It,Miles On It,168,2025-06-18
2,Reneé Rapp,Not My Fault,Not My Fault,170,2025-06-18
3,Kendrick Lamar,luther,GNX,178,2025-06-18
4,Ravyn Lenae,Love Me Not,Love Me Not / Love Is Blind,213,2025-06-18
5,Sabrina Carpenter,Taste,Short n' Sweet,157,2025-06-18
6,Sabrina Carpenter,Please Please Please,Please Please Please,186,2025-06-18
7,The Marías,No One Noticed,Submarine,236,2025-06-18
8,Artemas,i like the way you kiss me,i like the way you kiss me,142,2025-06-18
9,Bakar,Hell N Back (feat. Summer Walker),Halo,195,2025-06-18
10,Teddy Swims,The Door,I've Tried Everything But Therapy (Part 1),212,2025-06-18
11,Mark Ambor,Belong Together,Belong Together,148,2025-06-18
12,Madison Beer,Make You Mine,Make You Mine,220,2025-06-18
13,Taylor Swift,I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,218,2025-06-18
14,Lola Young,Messy,Messy,284,2025-06-18
15,Dasha,Not At This Party,Not At This Party,212,2025-06-18
16,Leon Thomas,MUTT,MUTT,193,2025-06-18
17,Djo,End of Beginning,DECIDE,159,2025-06-18
18,Doechii,Anxiety,Anxiety,249,2025-06-18
19,Zach Bryan,Pink Skies,Pink Skies,194,2025-06-18
20,Morgan Wallen,Love Somebody,Love Somebody,205,2025-06-18
