position,artist,track,album,duration,date
1,Lord Huron,The Night We Met,Strange Trails,208,2025-06-22
2,Neton Vega,Morena (w/ Peso Pluma),ÉXODO,130,2025-06-22
3,sombr,undressed,undressed,182,2025-06-22
4,Kendrick Lamar,luther,GNX,178,2025-06-22
5,Chappell Roan,"Good Luck, Babe!","Good Luck, Babe!",218,2025-06-22
6,Tate McRae,Just Keep Watching (From F1® The Movie) (w/ F1 The Album),,0,2025-06-22
7,Ed Sheeran,Azizam,Azizam,162,2025-06-22
8,Bad Bunny,EoO,DeBÍ TiRAR MáS FOToS,204,2025-06-22
9,WizTheMc,Show Me Love (w/ bees & honey),Suntub,228,2025-06-22
10,Fourtwnty,Mangu (w/ Charita Utami),,0,2025-06-22
11,Sabrina Carpenter,Espresso,Espresso,175,2025-06-22
12,Beéle,no tiene sentido,BORONDO,159,2025-06-22
13,The Police,Every Breath You Take,Synchronicity (Remastered 2003),253,2025-06-22
14,The Neighbourhood,Sweater Weather,I Love You.,240,2025-06-22
15,Charli xcx,party 4 u,how i'm feeling now,296,2025-06-22
16,Jimin,Who,MUSE,170,2025-06-22
17,Bad Bunny,DtMF,DeBÍ TiRAR MáS FOToS,237,2025-06-22
18,The Weeknd,Timeless (w/ Playboi Carti),2014 Forest Hills Drive,292,2025-06-22
19,Morgan Wallen,What I Want (w/ Tate McRae),,0,2025-06-22
20,Lady Gaga,Die With A Smile (w/ Bruno Mars),24K Magic,281,2025-06-22
