position,artist,track,album,duration,date
1,Shaboozey,A Bar Song,A Bar Song (Tipsy),171,2025-06-01
2,The Beach Boys,Good Vibrations,The Very Best Of The Beach Boys: Sounds Of Summer,215,2025-06-01
3,ATEEZ,Lemon Drop,THE WORLD EP.FIN : WILL,198,2025-06-01
4,Stephen Wilson Jr.,Stand By Me,søn of dad (deluxe),247,2025-06-01
5,j-hope & GloRilla,Killin' It Girl	,,0,2025-06-01
6,j-hope,Killin' It Girl,MONA LISA,137,2025-06-01
7,Alex Warren,Ordinary,Ordinary,186,2025-06-01
8,ROSÉ & Bruno Mars,APT.,APT.,169,2025-06-01
9,Ed Sheeran,Azizam,Azizam,162,2025-06-01
10,Bruce Springsteen,Sunday Love	,Sunday Love,316,2025-06-01
11,Ed Sheeran,Sapphire	,Sapphire,179,2025-06-01
12,twenty one pilots,The Contract,The Contract,228,2025-06-01
13,The Beach Boys,God Only Knows	,The Very Best Of The Beach Boys: Sounds Of Summer,150,2025-06-01
14,Lola Young,Messy,Messy,284,2025-06-01
15,Lady Gaga & Bruno Mars,Die With A Smile,Belong Together,148,2025-06-01
16,Doechii,Anxiety,Anxiety,249,2025-06-01
17,Lady Gaga,Abracadabra,Abracadabra,223,2025-06-01
18,Sabrina Carpenter,Manchild,Manchild,213,2025-06-01
19,Levi Heron,The Glen,The Glen (Levi Heron Edit),173,2025-06-01
20,Ati242,Her Nerdeysen,Manifesto,149,2025-06-01
